Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Hyphen AT,Chrome 66.0.3359.181,,2018-06-13 16:53:11,2018-06-13 16:53:44,32.429s,FAILED
,,,,,,
Test Cases/Open Hyphen Page,Chrome 66.0.3359.181,,2018-06-13 16:53:13,2018-06-13 16:53:43,30.052s,FAILED
openBrowser,Chrome 66.0.3359.181,,2018-06-13 16:53:14,2018-06-13 16:53:23,9.332s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-06-13 16:53:23,2018-06-13 16:53:43,19.844s,FAILED
